L1_size,L2_size,L3_size,L1_device,L2_device,L3_device,L1_device_read_latency_(ms),L2_device_read_latency_(ms),L3_device_read_latency_(ms),L1_device_write_latency_(ms),L2_device_write_latency_(ms),L3_device_write_latency_(ms),L1_device_capacity_(GB),L2_device_capacity_(GB),L3_device_capacity_(GB),L1_device_purchase_cost_($),L2_device_purchase_cost_($),L3_device_purchase_cost_($),L1_algorithm,L2_algorithm,write_policy,total_read_latency_(ms),total_write_latency_(ms),total_purchase_cost_($),avg_latency_(ms),avg_throughput_(KB/s),workload,read_requests,write_requests,total_requests,unique_reads,unique_writes,unique_requests,percent_reads,percent_writes,percent_unique_reads,percent_unique_writes,percent_unique_requests,compound miss ratio
1123200,112400,2134000,D3,S3,S1,1.4300000000000002e-05,0.39399999999999996,0.6629999999999999,1.4300000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,77.87,119.99,451.58,lru,lru,wb-s,0.0951560950960581,0.5260913491593643,23.432719589376003,0.4566301293592766,8970.060748613605,w75,66314,345096,411410,10275,17520,27795,16.12,83.88,15.49,5.08,6.76,0.0621521110327896
2598500,4937100,4937100,D1,S2,S3,1.3800000000000002e-05,0.675,0.39399999999999996,1.3800000000000002e-05,6.814,7.1,16000000000,4000000000000,1000000000000,105.0,498.26,119.99,arc,lru,wb-s,0.294252415916955,3.951574435280275,74.793159641088,3.843803453054799,1065.611197353177,w97,7225,237963,245188,4901,49146,54047,2.95,97.05,67.83,20.65,22.04,0.2013597729089515
107190000,40200000,127290000,D2,S2,H2,1.4099999999999999e-05,0.675,2.8569999999999998,1.4099999999999999e-05,6.814,12.243,16000000000,4000000000000,1000000000000,88.97,498.26,72.99,arc,arc,wb-s,1.4202974096805716,6.9943778968136785,2499.9600285696,3.1055181985781415,1318.9425204062074,w09,85966,37253,123219,12580,4204,16784,69.77,30.23,14.63,11.28,13.62,0.3084832696256259
649900,649900,1372100,D3,S2,H3,1.4300000000000002e-05,0.675,2.555,1.4300000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,77.87,498.26,109.99,lru,lru,wb-s,0.5022726166583292,1.0506302908868992,13.441704655871995,0.9802221341124048,4178.644673953364,w76,15992,108558,124550,4363,12100,16463,12.84,87.16,27.28,11.15,13.22,0.1329185066238458
112400,1347800,2134000,D2,H2,H1,1.4099999999999999e-05,2.8569999999999998,7.64,1.4099999999999999e-05,12.243,4.28,16000000000,1000000000000,10000000000000,88.97,72.99,334.76,lru,arc,wb-s,2.322635808839763,2.7463322599694,3.255615307776,2.678037842088913,1529.478013949591,w75,66314,345096,411410,10275,17520,27795,16.12,83.88,15.49,5.08,6.76,0.062249337643713
1574000,1000,2991000,D1,H1,S1,1.3800000000000002e-05,7.64,0.6629999999999999,1.3800000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,105.0,334.76,451.58,arc,lru,wb-s,0.8139203910921351,1.1712565527532348,43.692349116416,0.9334574263720542,4387.9880156070785,w11,296749,149170,445919,2986,1433,4419,66.55,33.45,1.01,0.96,0.99,0.0915435314485366
926400,536300,926400,D1,S2,S1,1.3800000000000002e-05,0.675,0.6629999999999999,1.3800000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,105.0,498.26,451.58,lru,lru,wb-s,0.0694791848635395,0.12481299280918598,25.6036460032,0.1201546293422703,34089.40647914785,w56,46497,505812,552309,3861,7673,11534,8.42,91.58,8.3,1.52,2.09,0.0167732193391742
3255400,697600,4418100,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,arc,arc,wb-s,1.1504296792096307,2.0734664420542472,75.56255171215359,1.3562330839519845,3020.1298349576423,w69,324304,93056,417360,42476,11421,53897,77.7,22.3,13.1,12.27,12.91,0.1080146635997699
20593000,29953000,35570000,D2,H3,H2,1.4099999999999999e-05,2.555,2.8569999999999998,1.4099999999999999e-05,11.171,12.243,16000000000,4000000000000,1000000000000,88.97,109.99,72.99,lru,lru,wb-s,4.0217210738093785,197.84684975916127,483.04061457408005,11.944616536372907,342.9159896031111,w48,312211,13306,325517,34856,2785,37641,95.91,4.09,11.16,20.93,11.56,0.7236396255802308
3530400,3765800,4471900,D2,S2,S1,1.4099999999999999e-05,0.675,0.6629999999999999,1.4099999999999999e-05,6.814,7.935,16000000000,4000000000000,4000000000000,88.97,498.26,451.58,lru,lru,wb-s,1.302375132913456,126.41326325981599,84.39878667263999,7.5901813704495344,539.6445486726768,w99,264998,14023,279021,43911,1316,45227,94.97,5.03,16.57,9.38,16.21,0.9323491780188587
449300,1684700,2134000,D1,S1,S2,1.3800000000000002e-05,0.6629999999999999,0.675,1.3800000000000002e-05,7.935,6.814,16000000000,4000000000000,4000000000000,105.0,451.58,498.26,lru,arc,wb-s,0.1814326859064451,0.7339701106387788,13.945025193984003,0.6449081851053693,6351.291694849197,w75,66314,345096,411410,10275,17520,27795,16.12,83.88,15.49,5.08,6.76,0.0542670328869011
100,1949600,3704300,D2,S1,S2,1.4099999999999999e-05,0.6629999999999999,0.675,1.4099999999999999e-05,7.935,6.814,16000000000,4000000000000,4000000000000,88.97,451.58,498.26,arc,arc,wb-s,1.0985370175788092,53.411856098299076,2.793809035264,6.359482667685209,644.0775475044899,w105,219264,24516,243780,32683,9755,42438,89.94,10.06,14.91,39.79,17.41,0.6372507999015505
860100,5447100,5447100,D3,S3,H2,1.4300000000000002e-05,0.39399999999999996,2.8569999999999998,1.4300000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,77.87,119.99,72.99,arc,lru,wb-s,0.4558124852773306,4.33310379698702,21.451491514368,4.222234572872257,970.1024254589478,w101,6833,232129,238962,4609,54266,58875,2.86,97.14,67.45,23.38,24.64,0.2279483767293544
148900,1413800,1413800,D2,S2,S1,1.4099999999999999e-05,0.675,0.6629999999999999,1.4099999999999999e-05,6.814,7.935,16000000000,4000000000000,4000000000000,88.97,498.26,451.58,lru,arc,wb-s,0.3305689108774363,2.9603569800888705,4.766507051007999,1.1985314171431276,3417.515754208101,w52,155772,76741,232513,12940,3187,16127,66.99,33.01,8.31,4.15,6.94,0.0608052022897644
33910000,115270000,128830000,D2,S3,S2,1.4099999999999999e-05,0.39399999999999996,0.675,1.4099999999999999e-05,7.1,6.814,16000000000,1000000000000,4000000000000,88.97,119.99,498.26,lru,lru,wb-s,0.6620762123547446,30.31241524520625,894.7292160000001,3.6150242503217576,1133.0491073843925,w10,112216,12412,124628,12823,5354,18177,90.04,9.96,11.43,43.14,14.59,0.42285040279872904
8950000,8950000,84990000,D1,H1,H3,1.3800000000000002e-05,7.64,2.555,1.3800000000000002e-05,4.28,11.171,16000000000,10000000000000,4000000000000,105.0,334.76,109.99,arc,lru,wb-s,9.015989541977325,105.33037225340813,251.37560668160003,12.373909763839068,331.019061733419,w08,98689,3565,102254,8429,869,9298,96.51,3.49,8.54,24.38,9.09,0.8569346920413871
1223000,459000,2905000,D3,S1,H3,1.4300000000000002e-05,0.6629999999999999,2.555,1.4300000000000002e-05,7.935,11.171,16000000000,4000000000000,4000000000000,77.87,451.58,109.99,arc,lru,wb-s,0.1136059821459912,12.378208074100176,24.91960183808001,0.4307685044314989,9508.587461392151,w19,448986,11919,460905,2653,1030,3683,97.41,2.59,0.59,8.64,0.8,0.0403098252351352
465300,827200,982300,D1,S3,H3,1.3800000000000002e-05,0.39399999999999996,2.555,1.3800000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,105.0,119.99,109.99,arc,lru,wb-s,0.2462946768290632,0.3594792815763488,13.024451675136001,0.3487392772413645,11745.163987264714,w57,35674,340280,375954,3416,8488,11904,9.49,90.51,9.58,2.49,3.17,0.0263835469232938
489100,40800,774500,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,arc,arc,wb-s,0.0799076439166262,0.9668501093492144,13.562224371712,0.5659831651345947,7236.964369825281,w72,80457,97559,178016,5302,5117,10419,45.2,54.8,6.59,5.25,5.85,0.0743641021031817
4290600,5280700,6270900,D1,S1,H3,1.3800000000000002e-05,0.6629999999999999,2.555,1.3800000000000002e-05,7.935,11.171,16000000000,4000000000000,4000000000000,105.0,451.58,109.99,lru,arc,wb-s,0.8923547950991529,13.656056086309883,118.47950827212799,2.4595272429255544,1665.3606955489124,w93,308110,43126,351236,58035,9682,67717,87.72,12.28,18.84,22.45,19.28,0.1881470008769032
7590000,16263000,20600000,D2,S1,H2,1.4099999999999999e-05,0.6629999999999999,2.8569999999999998,1.4099999999999999e-05,7.935,12.243,16000000000,4000000000000,1000000000000,88.97,451.58,72.99,lru,lru,wb-s,1.9065983424620248,22.9478294881361,186.55129245696,5.281047962904402,775.6036356366162,w34,192492,36767,229259,20087,7551,27638,83.96,16.04,10.44,20.54,12.06,0.4631181327668707
160011000,116372000,276383000,D1,S3,H1,1.3800000000000002e-05,0.39399999999999996,7.64,1.3800000000000002e-05,7.1,4.28,16000000000,1000000000000,10000000000000,105.0,119.99,334.76,lru,lru,wb-s,2.7490935579648847,15.914967712353947,4396.187079016448,5.576831528231686,734.4672291541805,w54,554465,151660,706125,258079,151299,409378,78.52,21.48,46.55,99.76,57.98,0.4814331740130996
258500,103400,982300,D1,H2,H1,1.3800000000000002e-05,2.8569999999999998,7.64,1.3800000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,105.0,72.99,334.76,arc,lru,wb-s,4.747627692470707,2.3883133444845424,7.114083904716799,2.6121869568149303,1568.0347799432784,w57,35674,340280,375954,3416,8488,11904,9.49,90.51,9.58,2.49,3.17,0.1731860812759007
153000,188300,223700,D2,H1,S1,1.4099999999999999e-05,7.64,0.6629999999999999,1.4099999999999999e-05,4.28,7.935,16000000000,10000000000000,4000000000000,88.97,334.76,451.58,arc,lru,wb-s,2.9502755904922933,0.393910077737275,3.6140391108608014,1.9571530352783943,2092.8358315206383,w66,341565,216995,558560,1908,824,2732,61.15,38.85,0.56,0.38,0.49,0.0042161987969063
4228200,3730800,4725700,D3,S3,S2,1.4300000000000002e-05,0.39399999999999996,0.675,1.4300000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,77.87,119.99,498.26,arc,lru,wb-s,0.1088679186452228,1.9121707611569199,88.53273144319999,1.8596069656958405,2202.6159696962263,w98,7337,244373,251710,4620,47029,51649,2.91,97.09,62.97,19.24,20.52,0.2183385642207302
2940500,367600,3491900,D1,S3,H3,1.3800000000000002e-05,0.39399999999999996,2.555,1.3800000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,105.0,119.99,109.99,arc,arc,wb-s,0.1814764144864976,10.720052378716623,79.614599554048,0.6815668126272422,6009.682285161612,w90,466103,23220,489323,33454,6544,39998,95.25,4.75,7.18,28.18,8.17,0.07164797076777499
52100,884700,988800,D3,S3,H3,1.4300000000000002e-05,0.39399999999999996,2.555,1.4300000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,77.87,119.99,109.99,arc,arc,wb-s,0.2782947465668559,1.3687835106980282,1.5847787253759995,1.0135491597109054,4041.2445323996935,w88,77480,160366,237846,5437,6511,11948,32.58,67.42,7.02,4.06,5.02,0.0416614111652077
194000,581800,3684300,D2,H1,S3,1.4099999999999999e-05,7.64,0.39399999999999996,1.4099999999999999e-05,4.28,7.1,16000000000,10000000000000,1000000000000,88.97,334.76,119.99,arc,lru,wb-s,5.1464594055089785,9.372278610990632,6.309137382604799,6.203506099436481,660.2717776600681,w60,345309,115189,460498,34958,16905,51863,74.99,25.01,10.12,14.68,11.26,0.5206819573592067
551300,826900,1309300,D3,S2,H2,1.4300000000000002e-05,0.675,2.8569999999999998,1.4300000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,77.87,498.26,72.99,arc,arc,wb-s,2.8127993641773634,0.6304378913227227,11.803348144128003,0.6820245266808623,6005.649122229632,w40,4285,176991,181276,3418,10520,13938,2.36,97.64,79.77,5.94,7.69,0.0746817008318806
7740100,645100,12255200,D3,S2,S3,1.4300000000000002e-05,0.675,0.39399999999999996,1.4300000000000002e-05,6.814,7.1,16000000000,4000000000000,1000000000000,77.87,498.26,119.99,arc,lru,wb-s,0.1238846881271904,5.989643130097054,160.64904198963202,1.259496370706363,3252.093531403223,w18,722727,173512,896239,66997,65737,132734,80.64,19.36,9.27,37.89,14.81,0.1701778208714416
1137700,7395100,10808200,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,lru,arc,wb-s,0.7274008251232774,22.759556854448125,39.730453430272,4.619448266989212,886.6859770397695,w15,525847,112823,638670,98660,40687,139347,82.33,17.67,18.76,36.06,21.82,0.5223589647235661
109030000,93450000,147970000,D2,H2,H1,1.4099999999999999e-05,2.8569999999999998,7.64,1.4099999999999999e-05,12.243,4.28,16000000000,1000000000000,10000000000000,88.97,72.99,334.76,arc,lru,wb-s,5.764196890047053,62.232396928840295,2531.5299449651197,11.293986592530592,362.6708750220172,w05,117955,12805,130760,13949,6182,20131,90.21,9.79,11.83,48.28,15.4,0.497629244417253
100,228200,228200,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,lru,arc,wb-s,7.168931773307773,3.6804949558158064,0.1017921687551999,5.665081451826028,723.0257913908255,w82,159110,120568,279678,1939,631,2570,56.89,43.11,1.22,0.52,0.92,0.0081593832907844
40800,611400,774500,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,arc,arc,wb-s,0.2484367961345812,3.3228481800038963,1.792358311936,1.9333218637628082,2118.633258524263,w72,80457,97559,178016,5302,5117,10419,45.2,54.8,6.59,5.25,5.85,0.0518268020852058
43640000,116372000,276383000,D3,S1,H2,1.4300000000000002e-05,0.6629999999999999,2.8569999999999998,1.4300000000000002e-05,7.935,12.243,16000000000,4000000000000,1000000000000,77.87,451.58,72.99,lru,lru,wb-s,2.396644640959303,27.128535106193453,1006.39308640256,7.7085065746925805,531.3610308704123,w54,554465,151660,706125,258079,151299,409378,78.52,21.48,46.55,99.76,57.98,0.733336165693043
85670000,10000,147970000,D1,S3,H2,1.3800000000000002e-05,0.39399999999999996,2.8569999999999998,1.3800000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,105.0,119.99,72.99,arc,arc,wb-s,2.4752442522911284,51.772722847278395,2347.0526676992004,7.302823125102477,560.8789819817144,w05,117955,12805,130760,13949,6182,20131,90.21,9.79,11.83,48.28,15.4,0.7140792291220557
156100,204100,228200,D3,H1,S1,1.4300000000000002e-05,7.64,0.6629999999999999,1.4300000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,77.87,334.76,451.58,lru,lru,wb-s,3.9086823158380986,0.4391776085827085,3.2453192830976003,2.412993546809545,1697.4765661581325,w82,159110,120568,279678,1939,631,2570,56.89,43.11,1.22,0.52,0.92,0.0083989445004612
54424000,57625000,60827000,D2,H2,H1,1.4099999999999999e-05,2.8569999999999998,7.64,1.4099999999999999e-05,12.243,4.28,16000000000,1000000000000,10000000000000,88.97,72.99,334.76,lru,lru,wb-s,1.5810308949763647,46.903066604598656,1265.1468734545922,2.8588177219100745,1432.7601121988714,w21,659602,19136,678738,60650,3523,64173,97.18,2.82,9.19,18.41,9.45,0.1067982049038067
5218200,7827300,12393200,D3,S3,H3,1.4300000000000002e-05,0.39399999999999996,2.555,1.4300000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,77.87,119.99,109.99,lru,lru,wb-s,1.0419689830862158,9.577908400041123,109.266152935424,2.9346280456193536,1395.7475824284707,w37,384095,109428,493523,120201,19105,139306,77.83,22.17,31.29,17.46,28.23,0.2986851676618921
9758000,18431000,20600000,D1,H1,S1,1.3800000000000002e-05,7.64,0.6629999999999999,1.3800000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,105.0,334.76,451.58,lru,arc,wb-s,4.8510484663757465,3.83258361792912,274.348065406976,4.687713997138609,873.773443196451,w34,192492,36767,229259,20087,7551,27638,83.96,16.04,10.44,20.54,12.06,0.1320820556662988
8607700,9564100,18171700,D3,H1,S2,1.4300000000000002e-05,7.64,0.675,1.4300000000000002e-05,4.28,6.814,16000000000,10000000000000,4000000000000,77.87,334.76,498.26,lru,lru,wb-s,8.195749040571261,6.563786309135843,182.17502949212158,7.289498842872383,561.9041978455128,w86,108392,135357,243749,106912,75430,182342,44.47,55.53,98.63,55.73,74.81,0.8515522114962523
180100,204100,228200,D2,H2,H1,1.4099999999999999e-05,2.8569999999999998,7.64,1.4099999999999999e-05,12.243,4.28,16000000000,1000000000000,10000000000000,88.97,72.99,334.76,lru,arc,wb-s,0.7624411630381497,0.7899320632489549,4.1943246630912,0.7742923735610238,5289.991403585979,w82,159110,120568,279678,1939,631,2570,56.89,43.11,1.22,0.52,0.92,0.0081915631547708
2205400,367600,3491900,D1,S2,H1,1.3800000000000002e-05,0.675,7.64,1.3800000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,105.0,498.26,334.76,lru,arc,wb-s,0.7755997541775101,15.328898553178297,59.947509507686384,1.4662020723043883,2793.6122021451197,w90,466103,23220,489323,33454,6544,39998,95.25,4.75,7.18,28.18,8.17,0.1067515730918023
3085700,4408200,8375500,D1,H1,H2,1.3800000000000002e-05,7.64,2.8569999999999998,1.3800000000000002e-05,4.28,12.243,16000000000,10000000000000,1000000000000,105.0,334.76,72.99,lru,lru,wb-s,8.530551759134758,7.4009458676591615,86.05205667102719,8.152795090544718,502.404384571173,w55,100134,50311,150445,80740,6086,86826,66.56,33.44,80.63,12.1,57.71,0.5705407291701287
4013600,2293500,5447100,D1,H1,H2,1.3800000000000002e-05,7.64,2.8569999999999998,1.3800000000000002e-05,4.28,12.243,16000000000,10000000000000,1000000000000,105.0,334.76,72.99,lru,lru,wb-s,2.364258348514562,1.9895319611870987,109.82855079935999,2.000247076580377,2047.747024833813,w101,6833,232129,238962,4609,54266,58875,2.86,97.14,67.45,23.38,24.64,0.4515487818146818
1830000,12807000,34762000,D2,H3,H2,1.4099999999999999e-05,2.555,2.8569999999999998,1.4099999999999999e-05,11.171,12.243,16000000000,4000000000000,1000000000000,88.97,109.99,72.99,lru,arc,wb-s,2.210505420391762,12.57835798858924,53.515807180799996,3.3918757983318586,1207.5913870473776,w25,324381,41715,366096,30889,27113,58002,88.61,11.39,9.52,65.0,15.84,0.1134920895065775
3021000,5437800,5739900,D2,S3,H2,1.4099999999999999e-05,0.39399999999999996,2.8569999999999998,1.4099999999999999e-05,7.1,12.243,16000000000,1000000000000,1000000000000,88.97,119.99,72.99,arc,arc,wb-s,0.8483995403219894,29.13412654265441,73.195868356608,2.089896354013133,1959.9058068763247,w92,379143,17405,396548,57260,1173,58433,95.61,4.39,15.1,6.74,14.74,0.1793149883494558
1786200,1429000,6787400,D1,H1,S3,1.3800000000000002e-05,7.64,0.39399999999999996,1.3800000000000002e-05,4.28,7.1,16000000000,10000000000000,1000000000000,105.0,334.76,119.99,arc,lru,wb-s,2.6529494142829537,2.482794196617319,51.54486202368,2.5706133368461,1593.3940516411567,w58,398489,373609,772098,46117,31789,77906,51.61,48.39,11.57,8.51,10.09,0.2792223266994604
1000,28081000,35570000,D2,S2,S3,1.4099999999999999e-05,0.675,0.39399999999999996,1.4099999999999999e-05,6.814,7.1,16000000000,4000000000000,1000000000000,88.97,498.26,119.99,lru,lru,wb-s,0.9612889077421999,120.85026551067939,31.83212417024,5.861932261787249,698.7457065481625,w48,312211,13306,325517,34856,2785,37641,95.91,4.09,11.16,20.93,11.56,0.7155816746898012
5768000,10254000,12177000,D2,S1,H3,1.4099999999999999e-05,0.6629999999999999,2.555,1.4099999999999999e-05,7.935,11.171,16000000000,4000000000000,4000000000000,88.97,451.58,109.99,lru,arc,wb-s,2.005355149398208,5.654551881686609,137.4869396992,3.6719638216638213,1115.4793998335313,w23,99619,83742,183361,11117,1608,12725,54.33,45.67,11.16,1.92,6.94,0.3241256319500875
2412900,804300,5093900,D2,S2,S1,1.4099999999999999e-05,0.675,0.6629999999999999,1.4099999999999999e-05,6.814,7.935,16000000000,4000000000000,4000000000000,88.97,498.26,451.58,arc,lru,wb-s,0.2116784295354952,3.755582971603236,57.722861701119996,3.653107974158627,1121.237047734232,w100,6846,229910,236756,4444,50707,55151,2.89,97.11,64.91,22.06,23.29,0.5352007974454713
110200,128500,348800,D2,H1,S2,1.4099999999999999e-05,7.64,0.675,1.4099999999999999e-05,4.28,6.814,16000000000,10000000000000,4000000000000,88.97,334.76,498.26,arc,lru,wb-s,4.9860951810810805,0.172131349855358,2.7055342100480004,0.2007739701762269,20401.05097490868,w45,1258,210174,211432,569,3443,4012,0.59,99.41,45.23,1.64,1.9,0.0241496083847288
1357400,100,3684300,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,arc,lru,wb-s,0.5045544085563944,12.002583047780602,38.36675820953601,3.3806720484236625,1211.5934173236,w60,345309,115189,460498,34958,16905,51863,74.99,25.01,10.12,14.68,11.26,0.4228617713866293
438100,1460300,2774600,D3,H3,H1,1.4300000000000002e-05,2.555,7.64,1.4300000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,77.87,109.99,334.76,arc,arc,wb-s,1.6438085250297008,3.819731591873063,9.2783208298496,2.6509190939574823,1545.1244850649884,w78,207066,178419,385485,26453,21213,47666,53.72,46.28,12.78,11.89,12.37,0.1307054749212031
8892000,8337000,10560000,D3,S2,H2,1.4300000000000002e-05,0.675,2.8569999999999998,1.4300000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,77.87,498.26,72.99,arc,arc,wb-s,0.3773984302468992,3.3631988799011303,184.67031164928002,0.9843714403576844,4161.030919905258,w49,85622,21847,107469,10449,1785,12234,79.67,20.33,12.2,8.17,11.38,0.0982608938391536
286800,573500,1362100,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,arc,arc,wb-s,4.0566949517265645,1.5188167438190223,7.018108579839999,2.7724525579983457,1477.3922778888705,w59,160521,164440,324961,12985,9675,22660,49.4,50.6,8.09,5.88,6.97,0.1382227405750228
706100,470800,4471900,D3,H1,S3,1.4300000000000002e-05,7.64,0.39399999999999996,1.4300000000000002e-05,4.28,7.1,16000000000,10000000000000,1000000000000,77.87,334.76,119.99,lru,lru,wb-s,7.88582377780738,80.17206875147258,16.3383059222528,11.518776183775772,355.59333167435165,w99,264998,14023,279021,43911,1316,45227,94.97,5.03,16.57,9.38,16.21,0.941416595883464
595300,372100,1413800,D1,S2,H3,1.3800000000000002e-05,0.675,2.555,1.3800000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,105.0,498.26,109.99,lru,arc,wb-s,0.3381672871478828,1.8533757288489856,16.350752161792,0.8382623830117026,4886.298231925812,w52,155772,76741,232513,12940,3187,16127,66.99,33.01,8.31,4.15,6.94,0.0897068120922271
934800,1402200,1480100,D1,H3,H1,1.3800000000000002e-05,2.555,7.64,1.3800000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,105.0,109.99,334.76,arc,lru,wb-s,1.0931020984625848,0.9433923860306548,25.488301351321603,1.0008884647111185,4092.364078930821,w71,111746,179221,290967,13387,3336,16723,38.41,61.59,11.98,1.86,5.75,0.0508683115267367
4275100,100,10153300,D3,S3,H3,1.4300000000000002e-05,0.39399999999999996,2.555,1.4300000000000002e-05,7.1,11.171,16000000000,1000000000000,4000000000000,77.87,119.99,109.99,lru,arc,wb-s,0.4509669055200322,7.216052662560977,86.366534362112,1.8738055593752905,2185.925844603412,w27,382534,101883,484417,59389,62434,121823,78.97,21.03,15.53,61.28,25.15,0.2137579812434328
74500,100,1413800,D2,H3,H1,1.4099999999999999e-05,2.555,7.64,1.4099999999999999e-05,11.171,4.28,16000000000,4000000000000,10000000000000,88.97,109.99,334.76,arc,arc,wb-s,5.474364946108414,16.09368759109863,1.8907041015808002,8.97927623751661,456.1614869232297,w52,155772,76741,232513,12940,3187,16127,66.99,33.01,8.31,4.15,6.94,0.4754916929375992
6425000,4283000,13563000,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,arc,arc,wb-s,1.1582147853691125,0.8284061480124933,150.98002105548798,0.9960762392358118,4112.1350341038615,w26,86085,83245,169330,11816,7459,19275,50.84,49.16,13.73,8.96,11.38,0.0918856670406897
1470300,2205400,3491900,D3,H1,S1,1.4300000000000002e-05,7.64,0.6629999999999999,1.4300000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,77.87,334.76,451.58,arc,lru,wb-s,1.016269434594714,9.919991511210164,31.227135317606397,1.4387805910680675,2846.855194897623,w90,466103,23220,489323,33454,6544,39998,95.25,4.75,7.18,28.18,8.17,0.1070908173128996
69336000,63558000,109782000,D1,S1,S2,1.3800000000000002e-05,0.6629999999999999,0.675,1.3800000000000002e-05,7.935,6.814,16000000000,4000000000000,4000000000000,105.0,451.58,498.26,arc,arc,wb-s,0.9827858088485216,44.285792442691175,1949.1548169830398,6.194834858466176,661.1959953060249,w53,162287,22206,184493,107669,8891,116560,87.96,12.04,66.34,40.04,63.18,0.6715756153349992
708800,590700,1122300,D3,H3,H1,1.4300000000000002e-05,2.555,7.64,1.4300000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,77.87,109.99,334.76,lru,lru,wb-s,1.6365253662390624,1.095595309503002,14.3501471254528,1.1820686593959262,3465.1117491713067,w41,25257,132737,157994,4381,8800,13181,15.99,84.01,17.35,6.63,8.34,0.07384457637631799
1830000,1830000,34762000,D1,S2,S1,1.3800000000000002e-05,0.675,0.6629999999999999,1.3800000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,105.0,498.26,451.58,lru,arc,wb-s,1.0863258589676954,48.121822540860606,66.19867111424,6.44581010377005,635.4515466728249,w25,324381,41715,366096,30889,27113,58002,88.61,11.39,9.52,65.0,15.84,0.8044693195227481
2494700,1746300,4740000,D3,S2,H2,1.4300000000000002e-05,0.675,2.8569999999999998,1.4300000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,77.87,498.26,72.99,lru,lru,wb-s,1.1006114757916567,5.823630976233374,52.039243866112,2.616548341792653,1565.4211063395614,w42,542028,256208,798236,44803,26513,71316,67.9,32.1,8.27,10.35,8.93,0.2742497206339979
73287000,131917000,139246000,D1,H2,H1,1.3800000000000002e-05,2.8569999999999998,7.64,1.3800000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,105.0,72.99,334.76,arc,lru,wb-s,4.282434550622866,26.745983588198985,2028.4864857128962,7.0129381671338775,584.0633272935297,w20,615702,85196,700898,133929,30251,164180,87.84,12.16,21.75,35.51,23.42,0.2620252875596734
19346000,62873000,91891000,D1,H1,S1,1.3800000000000002e-05,7.64,0.6629999999999999,1.3800000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,105.0,334.76,451.58,arc,arc,wb-s,6.99453365043746,42.44493888159535,571.1335259873281,9.810994361729712,417.49081173438384,w64,107781,9302,117083,90743,1377,92120,92.06,7.94,84.19,14.8,78.68,0.7878001076159648
