L1_size,L2_size,L3_size,L1_device,L2_device,L3_device,L1_device_read_latency_(ms),L2_device_read_latency_(ms),L3_device_read_latency_(ms),L1_device_write_latency_(ms),L2_device_write_latency_(ms),L3_device_write_latency_(ms),L1_device_capacity_(GB),L2_device_capacity_(GB),L3_device_capacity_(GB),L1_device_purchase_cost_($),L2_device_purchase_cost_($),L3_device_purchase_cost_($),L1_algorithm,L2_algorithm,write_policy,total_read_latency_(ms),total_write_latency_(ms),total_purchase_cost_($),avg_latency_(ms),avg_throughput_(KB/s),workload,read_requests,write_requests,total_requests,unique_reads,unique_writes,unique_requests,percent_reads,percent_writes,percent_unique_reads,percent_unique_writes,percent_unique_requests,compound miss ratio
1174000,1174000,4459000,D3,H2,H1,1.4300000000000002e-05,2.8569999999999998,7.64,1.4300000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,77.87,72.99,334.76,arc,arc,wb-s,2.9926487808126416,0.5828416332005977,24.365756391423997,0.8762379673127529,4674.5292406828885,w17,17720,127823,145543,4023,1912,5935,12.18,87.82,22.7,1.5,4.08,0.04039356066592
1000,41618000,60827000,D2,H1,S1,1.4099999999999999e-05,7.64,0.6629999999999999,1.4099999999999999e-05,4.28,7.935,16000000000,10000000000000,4000000000000,88.97,334.76,451.58,arc,lru,wb-s,8.10595509775319,107.16108956320545,33.856835411968014,10.898666060055131,375.82581000553034,w21,659602,19136,678738,60650,3523,64173,97.18,2.82,9.19,18.41,9.45,0.6883598678724339
55283000,66340000,210075000,D3,S3,S1,1.4300000000000002e-05,0.39399999999999996,0.6629999999999999,1.4300000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,77.87,119.99,451.58,arc,arc,wb-s,0.5736447045014226,17.839308513811282,1231.7982898175999,3.6646328430586688,1117.7108800294686,w01,472384,103010,575394,208590,20942,229532,82.1,17.9,44.16,20.33,39.89,0.4496571045231615
2599000,2446000,2905000,D2,S2,S1,1.4099999999999999e-05,0.675,0.6629999999999999,1.4099999999999999e-05,6.814,7.935,16000000000,4000000000000,4000000000000,88.97,498.26,451.58,lru,arc,wb-s,0.0061696438254199,1.6636410198338791,61.78697355264,0.0490318417417906,83537.5514052721,w19,448986,11919,460905,2653,1030,3683,97.41,2.59,0.59,8.64,0.8,0.0063028172833881
369000,316300,1001400,D1,S3,H1,1.3800000000000002e-05,0.39399999999999996,7.64,1.3800000000000002e-05,7.1,4.28,16000000000,1000000000000,10000000000000,105.0,119.99,334.76,arc,arc,wb-s,1.5069361547323017,0.8225385675470386,10.211484481126398,0.8685841296464483,4715.720515947317,w102,7882,109272,117154,1542,9227,10769,6.73,93.27,19.56,8.44,9.19,0.0999453710500708
164520000,123390000,195370000,D3,S3,H2,1.4300000000000002e-05,0.39399999999999996,2.8569999999999998,1.4300000000000002e-05,7.1,12.243,16000000000,1000000000000,1000000000000,77.87,119.99,72.99,arc,lru,wb-s,0.622449022971411,26.28757678102233,3398.7129237504005,2.201927163129158,1860.1886877035363,w31,129770,8510,138280,16590,3964,20554,93.85,6.15,12.78,46.58,14.86,0.2093144344807636
793900,1499600,1676100,D1,S2,H1,1.3800000000000002e-05,0.675,7.64,1.3800000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,105.0,498.26,334.76,lru,lru,wb-s,1.4524042939422181,0.6662081166814201,22.334978242969605,0.7002287204061881,5849.517280045292,w33,10730,237234,247964,1925,15517,17442,4.33,95.67,17.94,6.54,7.03,0.0685301092094013
416300,416300,988800,D2,S2,H3,1.4099999999999999e-05,0.675,2.555,1.4099999999999999e-05,6.814,11.171,16000000000,4000000000000,4000000000000,88.97,498.26,109.99,lru,arc,wb-s,0.1913577370676303,0.6101752970629685,9.805554176000001,0.4737425441537802,8646.046361144228,w88,77480,160366,237846,5437,6511,11948,32.58,67.42,7.02,4.06,5.02,0.0536733852997317
2293500,4587000,5447100,D1,S2,H2,1.3800000000000002e-05,0.675,2.8569999999999998,1.3800000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,105.0,498.26,72.99,arc,lru,wb-s,0.4577140780623446,3.7959445708748163,65.61815443046399,3.7004895238071334,1106.8805825954505,w101,6833,232129,238962,4609,54266,58875,2.86,97.14,67.45,23.38,24.64,0.2314928733438789
1358300,2444800,2580700,D2,S1,H3,1.4099999999999999e-05,0.6629999999999999,2.555,1.4099999999999999e-05,7.935,11.171,16000000000,4000000000000,4000000000000,88.97,451.58,109.99,lru,arc,wb-s,0.8844225213451918,3.0053396576519043,32.358258408448,2.153292076661669,1902.2036278284115,w89,50372,75014,125386,17496,14661,32157,40.17,59.83,34.73,19.54,25.65,0.2059799339639194
1171400,551300,1309300,D2,H1,S3,1.4099999999999999e-05,7.64,0.39399999999999996,1.4099999999999999e-05,4.28,7.1,16000000000,10000000000000,1000000000000,88.97,334.76,119.99,arc,arc,wb-s,6.3150311361726965,0.3168230196789667,27.3992677408768,0.4586085940471988,8931.363374273029,w40,4285,176991,181276,3418,10520,13938,2.36,97.64,79.77,5.94,7.69,0.0722710121582559
941500,706100,4471900,D1,H3,H1,1.3800000000000002e-05,2.555,7.64,1.3800000000000002e-05,11.171,4.28,16000000000,4000000000000,10000000000000,105.0,109.99,334.76,arc,lru,wb-s,9.847611744135428,204.97453332923047,26.000224498278406,19.654274401741084,208.40250401903177,w99,264998,14023,279021,43911,1316,45227,94.97,5.03,16.57,9.38,16.21,0.9221707326688672
413500,413500,1309300,D3,H2,H1,1.4300000000000002e-05,2.8569999999999998,7.64,1.4300000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,77.87,72.99,334.76,arc,arc,wb-s,8.677121417852977,1.2021031419388557,8.546157790412801,1.3787975378450539,2970.7044635441607,w40,4285,176991,181276,3418,10520,13938,2.36,97.64,79.77,5.94,7.69,0.0905359782872525
135900,407500,2580700,D3,H3,H2,1.4300000000000002e-05,2.555,2.8569999999999998,1.4300000000000002e-05,11.171,12.243,16000000000,4000000000000,1000000000000,77.87,109.99,72.99,lru,lru,wb-s,2.935017774152307,12.103103365618415,3.526569315328,8.419958457787153,486.4632076909877,w89,50372,75014,125386,17496,14661,32157,40.17,59.83,34.73,19.54,25.65,0.5007018327404974
3671600,4895500,7751200,D3,S1,H3,1.4300000000000002e-05,0.6629999999999999,2.555,1.4300000000000002e-05,7.935,11.171,16000000000,4000000000000,4000000000000,77.87,451.58,109.99,lru,arc,wb-s,0.019707778752382,4.862936390823447,76.329100675072,3.0001360996380773,1365.2713956857233,w79,92881,148607,241488,71909,77013,148922,38.46,61.54,77.42,51.82,61.67,0.3766025641025641
685200,896000,1001400,D2,H1,S1,1.4099999999999999e-05,7.64,0.6629999999999999,1.4099999999999999e-05,4.28,7.935,16000000000,10000000000000,4000000000000,88.97,334.76,451.58,arc,arc,wb-s,1.264184995711748,0.4064246823971375,16.192257224703994,0.4641339094789765,8825.039318066747,w102,7882,109272,117154,1542,9227,10769,6.73,93.27,19.56,8.44,9.19,0.0854772350922717
1241000,2947300,2947300,D3,S2,H1,1.4300000000000002e-05,0.675,7.64,1.4300000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,77.87,498.26,334.76,arc,arc,wb-s,1.3393635222558364,2.0430473004231966,26.646880724172803,1.6379793545856598,2500.6420187976764,w77,158664,116967,275631,27843,9029,36872,57.56,42.44,17.55,7.72,13.38,0.1069291915640838
4800700,100,10134800,D3,S2,S3,1.4300000000000002e-05,0.675,0.39399999999999996,1.4300000000000002e-05,6.814,7.1,16000000000,4000000000000,1000000000000,77.87,498.26,119.99,arc,arc,wb-s,0.3505995418244229,44.87094654635712,100.68170310041602,2.5808733388210365,1587.0596740989565,w50,729765,38486,768251,88166,15701,103867,94.99,5.01,12.08,40.8,13.52,0.3298843737268158
752600,62800,1191700,D2,S2,H2,1.4099999999999999e-05,0.675,2.8569999999999998,1.4099999999999999e-05,6.814,12.243,16000000000,4000000000000,1000000000000,88.97,498.26,72.99,arc,arc,wb-s,0.4912635106553514,0.1477229653613219,17.52977915904,0.1589134517376634,25775.036381197828,w35,21210,629923,651133,4316,11643,15959,3.26,96.74,20.35,1.85,2.45,0.0209711380009921
1353400,150400,1428600,D1,S3,S2,1.3800000000000002e-05,0.39399999999999996,0.675,1.3800000000000002e-05,7.1,6.814,16000000000,1000000000000,4000000000000,105.0,119.99,498.26,arc,arc,wb-s,0.1067555217976258,1.7888038163870044,37.18220822528,0.6584835370804482,6220.352931161565,w73,116843,57033,173876,14050,3281,17331,67.2,32.8,12.02,5.75,9.97,0.0826393521820147
630100,100,11971500,D2,S2,S3,1.4099999999999999e-05,0.675,0.39399999999999996,1.4099999999999999e-05,6.814,7.1,16000000000,4000000000000,1000000000000,88.97,498.26,119.99,arc,lru,wb-s,0.4571487930732092,17.924791636920606,20.235151581184002,3.1558010447624176,1297.9271956316766,w63,477003,87160,564163,119583,18114,137697,84.55,15.45,25.07,20.78,24.41,0.4064091406207071
158200,632500,1001400,D3,S3,S1,1.4300000000000002e-05,0.39399999999999996,0.6629999999999999,1.4300000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,77.87,119.99,451.58,lru,lru,wb-s,0.3638393444049734,1.2092086005353608,3.9275985018879997,1.1523330309703466,3554.527979251689,w102,7882,109272,117154,1542,9227,10769,6.73,93.27,19.56,8.44,9.19,0.0881660037215972
928000,1000,4408000,D1,S2,S1,1.3800000000000002e-05,0.675,0.6629999999999999,1.3800000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,105.0,498.26,451.58,lru,lru,wb-s,0.0374943585751317,0.3693999028101514,26.9834884096,0.1607255851599623,25484.430471498683,w06,155467,91810,247277,4146,549,4695,62.87,37.13,2.67,0.6,1.9,0.0201272257427904
4486000,3846000,12177000,D3,H1,S1,1.4300000000000002e-05,7.64,0.6629999999999999,1.4300000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,77.87,334.76,451.58,lru,arc,wb-s,6.969810272655817,4.437803173244012,95.585371590656,5.8134283892730725,704.5756351893714,w23,99619,83742,183361,11117,1608,12725,54.33,45.67,11.16,1.92,6.94,0.47354126559082893
1741100,497500,4725700,D3,H2,H1,1.4300000000000002e-05,2.8569999999999998,7.64,1.4300000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,77.87,72.99,334.76,arc,arc,wb-s,2.2934163716914266,6.6265939422800395,35.50505419038721,6.500287781081005,630.1259479497737,w98,7337,244373,251710,4620,47029,51649,2.91,97.09,62.97,19.24,20.52,0.5254578681816376
2293500,3440300,5447100,D3,H2,H1,1.4300000000000002e-05,2.8569999999999998,7.64,1.4300000000000002e-05,12.243,4.28,16000000000,1000000000000,10000000000000,77.87,72.99,334.76,lru,lru,wb-s,4.761406367905751,7.87295207051898,47.4957104295936,7.783978962719598,526.2090274931735,w101,6833,232129,238962,4609,54266,58875,2.86,97.14,67.45,23.38,24.64,0.5036407462274336
7781000,1112000,10560000,D3,S1,H1,1.4300000000000002e-05,0.6629999999999999,7.64,1.4300000000000002e-05,7.935,4.28,16000000000,4000000000000,10000000000000,77.87,451.58,334.76,lru,arc,wb-s,1.3660692975473594,6.079758266865015,157.07422791680003,2.324298767559017,1762.2519347207792,w49,85622,21847,107469,10449,1785,12234,79.67,20.33,12.2,8.17,11.38,0.1557565437474992
60300000,20100000,127290000,D2,S2,S1,1.4099999999999999e-05,0.675,0.6629999999999999,1.4099999999999999e-05,6.814,7.935,16000000000,4000000000000,4000000000000,88.97,498.26,451.58,lru,lru,wb-s,0.9640975283321314,12.092861800378492,1442.5286596607998,4.328674869704348,946.2480142981402,w09,85966,37253,123219,12580,4204,16784,69.77,30.23,14.63,11.28,13.62,0.536548746540712
174800000,123390000,195370000,D2,S2,H3,1.4099999999999999e-05,0.675,2.555,1.4099999999999999e-05,6.814,11.171,16000000000,4000000000000,4000000000000,88.97,498.26,109.99,lru,arc,wb-s,0.6496918760653465,24.347099212655703,4066.2610408448,2.108072961069569,1943.0067533914103,w31,129770,8510,138280,16590,3964,20554,93.85,6.15,12.78,46.58,14.86,0.2155481631472375
3877800,1938900,4093300,D2,S2,S3,1.4099999999999999e-05,0.675,0.39399999999999996,1.4099999999999999e-05,6.814,7.1,16000000000,4000000000000,1000000000000,88.97,498.26,119.99,lru,arc,wb-s,0.4723285973943618,0.4052496655312842,91.323046995968,0.4067667742255172,10069.652340210854,w30,15927,688285,704212,12511,35498,48009,2.26,97.74,78.55,5.16,6.82,0.0581259620682408
501800,860300,1362100,D1,S1,S2,1.3800000000000002e-05,0.6629999999999999,0.675,1.3800000000000002e-05,7.935,6.814,16000000000,4000000000000,4000000000000,105.0,451.58,498.26,lru,lru,wb-s,0.2431547535201002,1.707316471371929,14.581170401279998,0.9840644407858176,4162.329040900177,w59,160521,164440,324961,12985,9675,22660,49.4,50.6,8.09,5.88,6.97,0.0780062838309828
9618900,1068800,10153300,D3,H3,H2,1.4300000000000002e-05,2.555,2.8569999999999998,1.4300000000000002e-05,11.171,12.243,16000000000,4000000000000,1000000000000,77.87,109.99,72.99,arc,lru,wb-s,0.7994477412104546,11.132755994255175,194.90595894272,2.9727580188120983,1377.8450765517555,w27,382534,101883,484417,59389,62434,121823,78.97,21.03,15.53,61.28,25.15,0.2096004062615473
702300,468200,1482700,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,arc,arc,wb-s,1.868526785402029,0.1253651786315851,16.5032864714752,0.1498509936084938,27333.819425324316,w36,10248,719314,729562,1803,13604,15407,1.4,98.6,17.59,1.89,2.11,0.0277454143719108
60900,243400,1155800,D3,S2,S1,1.4300000000000002e-05,0.675,0.6629999999999999,1.4300000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,77.87,498.26,451.58,arc,arc,wb-s,0.5128801526724348,3.5836994723121043,1.8726741995519998,2.0774696905452843,1971.629246212926,w95,74202,77077,151279,9668,4550,14218,49.05,50.95,13.03,5.9,9.4,0.1983553566588885
1364800,1364800,3704300,D3,S1,H2,1.4300000000000002e-05,0.6629999999999999,2.8569999999999998,1.4300000000000002e-05,7.935,12.243,16000000000,4000000000000,1000000000000,77.87,451.58,72.99,lru,arc,wb-s,2.7073989778312897,59.95215540879426,28.945477439488005,8.464279971602263,483.9159401321928,w105,219264,24516,243780,32683,9755,42438,89.94,10.06,14.91,39.79,17.41,0.7598121256870949
16633000,10165000,17557000,D1,S1,H1,1.3800000000000002e-05,0.6629999999999999,7.64,1.3800000000000002e-05,7.935,4.28,16000000000,4000000000000,10000000000000,105.0,451.58,334.76,arc,lru,wb-s,0.1285260114419538,1.906320598349776,454.2028935454721,1.1289187535712084,3628.250471562069,w28,56791,73081,129872,12196,16697,28893,43.73,56.27,21.48,22.85,22.25,0.1351869533078723
3619100,258600,4911600,D3,H1,S1,1.4300000000000002e-05,7.64,0.6629999999999999,1.4300000000000002e-05,4.28,7.935,16000000000,10000000000000,4000000000000,77.87,334.76,451.58,lru,arc,wb-s,6.991599530119848,36.47831021732816,74.45241564405761,9.673157725960552,423.43980280681967,w81,339258,33939,373197,49020,1528,50548,90.91,9.09,14.45,4.5,13.54,0.7750866164519007
1508100,1508100,4093300,D1,S2,H1,1.3800000000000002e-05,0.675,7.64,1.3800000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,105.0,498.26,334.76,arc,arc,wb-s,4.302552256708734,0.4698269065236058,41.8684519927808,0.5565107696960574,7360.1450736291445,w30,15927,688285,704212,12511,35498,48009,2.26,97.74,78.55,5.16,6.82,0.0605513680539383
7138000,11421000,13563000,D2,S1,H1,1.4099999999999999e-05,0.6629999999999999,7.64,1.4099999999999999e-05,7.935,4.28,16000000000,4000000000000,10000000000000,88.97,451.58,334.76,lru,lru,wb-s,0.8948624591798803,1.5797714670574807,169.718374535168,1.2315733217604676,3325.8271575296776,w26,86085,83245,169330,11816,7459,19275,50.84,49.16,13.73,8.96,11.38,0.0952695919211008
529300,441100,1676100,D1,S2,H3,1.3800000000000002e-05,0.675,2.555,1.3800000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,105.0,498.26,109.99,lru,lru,wb-s,1.9082216285181737,0.9439855662839224,14.6414200064,0.9857103849986288,4155.378762703913,w33,10730,237234,247964,1925,15517,17442,4.33,95.67,17.94,6.54,7.03,0.1283775064122211
408000,5711400,7751200,D1,S2,H2,1.3800000000000002e-05,0.675,2.8569999999999998,1.3800000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,105.0,498.26,72.99,lru,lru,wb-s,0.0209476616078638,4.240910042952216,16.198453776383992,2.6178301137563773,1564.6546269278595,w79,92881,148607,241488,71909,77013,148922,38.46,61.54,77.42,51.82,61.67,0.3214404028357517
1278200,451200,1428600,D1,S3,S1,1.3800000000000002e-05,0.39399999999999996,0.6629999999999999,1.3800000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,105.0,119.99,451.58,arc,arc,wb-s,0.1061905414393673,1.7975180864762506,35.24038158336001,0.6609622400986911,6197.025717215569,w73,116843,57033,173876,14050,3281,17331,67.2,32.8,12.02,5.75,9.97,0.0830419379327796
225600,751900,1428600,D1,S1,S2,1.3800000000000002e-05,0.6629999999999999,0.675,1.3800000000000002e-05,7.935,6.814,16000000000,4000000000000,4000000000000,105.0,451.58,498.26,arc,arc,wb-s,0.2724120694727113,3.8963571551733214,7.140717811712001,1.4611009056131956,2803.365588416352,w73,116843,57033,173876,14050,3281,17331,67.2,32.8,12.02,5.75,9.97,0.0928650302514435
12692900,100,15072800,D1,S2,S1,1.3800000000000002e-05,0.675,0.6629999999999999,1.3800000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,105.0,498.26,451.58,lru,arc,wb-s,0.3116093442641138,11.735271959853034,348.1551358464,1.7600912493730223,2327.152073200223,w16,755341,109682,865023,146545,11064,157609,87.32,12.68,19.4,10.09,18.22,0.2183722282528903
12013000,8317000,17557000,D1,S2,H1,1.3800000000000002e-05,0.675,7.64,1.3800000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,105.0,498.26,334.76,lru,arc,wb-s,0.1310781411808209,1.6394354606039874,329.560300490752,0.9798543305115806,4180.213193385066,w28,56791,73081,129872,12196,16697,28893,43.73,56.27,21.48,22.85,22.25,0.1353794505359122
311600,155800,1480100,D3,S2,H2,1.4300000000000002e-05,0.675,2.8569999999999998,1.4300000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,77.87,498.26,72.99,lru,arc,wb-s,0.8535899895101392,1.4336022779763535,6.733651869696001,1.2108483121075588,3382.7523720709905,w71,111746,179221,290967,13387,3336,16723,38.41,61.59,11.98,1.86,5.75,0.1295679578783848
2994600,3916000,4376700,D2,H1,S1,1.4099999999999999e-05,7.64,0.6629999999999999,1.4099999999999999e-05,4.28,7.935,16000000000,10000000000000,4000000000000,88.97,334.76,451.58,lru,arc,wb-s,0.4907787740353672,1.9431110027323988,70.76678528000002,0.6884077583725733,5949.961995900696,w51,657556,103572,761128,40336,10761,51097,86.39,13.61,6.13,10.39,6.71,0.0603906307480476
2533900,100,4376700,D1,H1,S2,1.3800000000000002e-05,7.64,0.675,1.3800000000000002e-05,4.28,6.814,16000000000,10000000000000,4000000000000,105.0,334.76,498.26,arc,arc,wb-s,0.4437251112799517,1.9068276515061984,70.3443178827776,0.6428196870888995,6371.926812866171,w51,657556,103572,761128,40336,10761,51097,86.39,13.61,6.13,10.39,6.71,0.0606244941718081
584900,2339500,3704300,D3,S2,H2,1.4300000000000002e-05,0.675,2.8569999999999998,1.4300000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,77.87,498.26,72.99,lru,arc,wb-s,2.5054117159004674,46.08134338431639,13.960936906752,6.887672528037987,594.6856479204276,w105,219264,24516,243780,32683,9755,42438,89.94,10.06,14.91,39.79,17.41,0.6750307654442531
40800,652200,774500,D1,S2,S3,1.3800000000000002e-05,0.675,0.39399999999999996,1.3800000000000002e-05,6.814,7.1,16000000000,4000000000000,1000000000000,105.0,498.26,119.99,lru,arc,wb-s,0.3398942081683384,3.240893108078189,1.810118852608,1.9297431637470792,2122.5622543709865,w72,80457,97559,178016,5302,5117,10419,45.2,54.8,6.59,5.25,5.85,0.0464452633471148
18431000,5421000,20600000,D1,S2,H2,1.3800000000000002e-05,0.675,2.8569999999999998,1.3800000000000002e-05,6.814,12.243,16000000000,4000000000000,1000000000000,105.0,498.26,72.99,arc,arc,wb-s,0.6201010347941732,6.892235728887317,504.34989410304,1.6259833613232195,2519.0909682290285,w34,192492,36767,229259,20087,7551,27638,83.96,16.04,10.44,20.54,12.06,0.1620786970195281
2021600,1123200,2134000,D1,S2,S1,1.3800000000000002e-05,0.675,0.6629999999999999,1.3800000000000002e-05,6.814,7.935,16000000000,4000000000000,4000000000000,105.0,498.26,451.58,arc,arc,wb-s,0.0852806818047471,0.4232134902856017,55.900484968448,0.3687430684154493,11108.005413094806,w75,66314,345096,411410,10275,17520,27795,16.12,83.88,15.49,5.08,6.76,0.052096448798035995
716300,95500,907300,D2,S1,H3,1.4099999999999999e-05,0.6629999999999999,2.555,1.4099999999999999e-05,7.935,11.171,16000000000,4000000000000,4000000000000,88.97,451.58,109.99,lru,lru,wb-s,0.1083481480056118,0.2832091240551391,16.461027908608,0.2134008189769845,19193.928212814204,w12,176771,266018,442789,6865,3633,10498,39.92,60.08,3.88,1.37,2.37,0.0214413637195142
4849000,100,8375500,D2,S1,S2,1.4099999999999999e-05,0.6629999999999999,0.675,1.4099999999999999e-05,7.935,6.814,16000000000,4000000000000,4000000000000,88.97,451.58,498.26,arc,lru,wb-s,1.0471212963568821,13.328394572111465,114.715754790912,5.154158019255542,794.6981805171,w55,100134,50311,150445,80740,6086,86826,66.56,33.44,80.63,12.1,57.71,0.5617135830369903
11971500,11341400,11971500,D1,H3,H2,1.3800000000000002e-05,2.555,2.8569999999999998,1.3800000000000002e-05,11.171,12.243,16000000000,4000000000000,1000000000000,105.0,109.99,72.99,lru,arc,wb-s,1.2286548777290711,15.343494288779256,326.65038307942405,3.4093179184941227,1201.413331910443,w63,477003,87160,564163,119583,18114,137697,84.55,15.45,25.07,20.78,24.41,0.2121993111919782
1066900,3733900,10134800,D2,S2,S3,1.4099999999999999e-05,0.675,0.39399999999999996,1.4099999999999999e-05,6.814,7.1,16000000000,4000000000000,1000000000000,88.97,498.26,119.99,lru,arc,wb-s,0.5194155196350879,45.995287195694544,31.186201468927997,2.7975569048396944,1464.134650099176,w50,729765,38486,768251,88166,15701,103867,94.99,5.01,12.08,40.8,13.52,0.3372556625373739
1402200,779000,1480100,D1,S2,H1,1.3800000000000002e-05,0.675,7.64,1.3800000000000002e-05,6.814,4.28,16000000000,4000000000000,10000000000000,105.0,498.26,334.76,lru,lru,wb-s,0.8874253404578242,0.5659438783881353,38.2915439108096,0.6894089705134946,5941.321008557757,w71,111746,179221,290967,13387,3336,16723,38.41,61.59,11.98,1.86,5.75,0.0511570040588795
107761000,121231000,127966000,D2,S3,H3,1.4099999999999999e-05,0.39399999999999996,2.555,1.4099999999999999e-05,7.1,11.171,16000000000,1000000000000,4000000000000,88.97,119.99,109.99,lru,arc,wb-s,0.6488055830898803,5.499604276979929,2528.3942948864,1.8327163987103643,2234.9338953273127,w14,569925,184009,753934,126298,42062,168360,75.59,24.41,22.16,22.86,22.33,0.1699976390506331
12255200,3870100,12255200,D2,S3,H3,1.4099999999999999e-05,0.39399999999999996,2.555,1.4099999999999999e-05,7.1,11.171,16000000000,1000000000000,4000000000000,88.97,119.99,109.99,arc,lru,wb-s,0.2551805944024508,5.014768593888031,282.4107301314561,1.1766375193596799,3481.106060793491,w18,722727,173512,896239,66997,65737,132734,80.64,19.36,9.27,37.89,14.81,0.1367403114571001
13400000,120590000,127290000,D3,S3,S1,1.4300000000000002e-05,0.39399999999999996,0.6629999999999999,1.4300000000000002e-05,7.1,7.935,16000000000,1000000000000,4000000000000,77.87,119.99,451.58,lru,arc,wb-s,0.3864842416048205,2.8281853807344373,385.2538824704,1.1246877048369164,3641.899864633031,w09,85966,37253,123219,12580,4204,16784,69.77,30.23,14.63,11.28,13.62,0.1037989271135133
1768300,5599600,5599600,D3,S2,H3,1.4300000000000002e-05,0.675,2.555,1.4300000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,77.87,498.26,109.99,lru,arc,wb-s,1.019107279425161,38.268887289400844,38.73826503680001,1.988534224136076,2059.8086521641426,w85,394754,10548,405302,55772,1503,57275,97.4,2.6,14.13,14.25,14.13,0.1381587063473656
1647600,1176800,4471900,D1,H1,S2,1.3800000000000002e-05,7.64,0.675,1.3800000000000002e-05,4.28,6.814,16000000000,10000000000000,4000000000000,105.0,334.76,498.26,lru,arc,wb-s,8.152195457974779,80.06462375252087,46.73049305210879,11.766360635414538,348.11103678666865,w99,264998,14023,279021,43911,1316,45227,94.97,5.03,16.57,9.38,16.21,0.940155042093606
50800,33900,321700,D1,S2,H3,1.3800000000000002e-05,0.675,2.555,1.3800000000000002e-05,6.814,11.171,16000000000,4000000000000,4000000000000,105.0,498.26,109.99,lru,lru,wb-s,3.2300138,1.696092312913644,1.419033392128,1.701196286673872,2407.717458641046,w47,705,211172,211877,407,3146,3553,0.33,99.67,57.73,1.49,1.68,0.2470678742855524
8191000,6300800,11971500,D3,S3,H1,1.4300000000000002e-05,0.39399999999999996,7.64,1.4300000000000002e-05,7.1,4.28,16000000000,1000000000000,10000000000000,77.87,119.99,334.76,arc,arc,wb-s,1.908708899405036,10.163801823491283,168.023507152896,3.184074173737732,1286.4021930719578,w63,477003,87160,564163,119583,18114,137697,84.55,15.45,25.07,20.78,24.41,0.2211612601322667
1112000,1000,10560000,D2,H1,H2,1.4099999999999999e-05,7.64,2.8569999999999998,1.4099999999999999e-05,4.28,12.243,16000000000,10000000000000,1000000000000,88.97,334.76,72.99,lru,arc,wb-s,6.7261756939828565,11.812316639588964,28.484496900096,7.760119633525018,527.8269142017597,w49,85622,21847,107469,10449,1785,12234,79.67,20.33,12.2,8.17,11.38,0.5610455107984628
100,215500,4093300,D3,S1,H2,1.4300000000000002e-05,0.6629999999999999,2.8569999999999998,1.4300000000000002e-05,7.935,12.243,16000000000,4000000000000,1000000000000,77.87,451.58,72.99,arc,arc,wb-s,3.4349877413260503,8.110111836276543,1.3254063185919998,8.004375635444584,511.72011241730013,w30,15927,688285,704212,12511,35498,48009,2.26,97.74,78.55,5.16,6.82,0.319586999369508
364300,624500,988800,D2,H3,H2,1.4099999999999999e-05,2.555,2.8569999999999998,1.4099999999999999e-05,11.171,12.243,16000000000,4000000000000,1000000000000,88.97,109.99,72.99,lru,arc,wb-s,0.3480846085183273,1.1484891926461969,8.663369270272,0.8877517945893559,4613.902247186863,w88,77480,160366,237846,5437,6511,11948,32.58,67.42,7.02,4.06,5.02,0.0503981567905283
808300,606300,1279900,D1,H1,S2,1.3800000000000002e-05,7.64,0.675,1.3800000000000002e-05,4.28,6.814,16000000000,10000000000000,4000000000000,105.0,334.76,498.26,arc,arc,wb-s,0.8101131870895186,0.2423907260612098,22.463266784460803,0.2959732967024277,13839.086314999993,w68,35568,341285,376853,4767,11546,16313,9.44,90.56,13.4,3.38,4.33,0.0376831284346947
1102700,2205400,3491900,D3,S1,H3,1.4300000000000002e-05,0.6629999999999999,2.555,1.4300000000000002e-05,7.935,11.171,16000000000,4000000000000,4000000000000,77.87,451.58,109.99,lru,arc,wb-s,0.5257575155553601,14.788922579242033,23.395124083712002,1.2025920252326174,3405.9763527932178,w90,466103,23220,489323,33454,6544,39998,95.25,4.75,7.18,28.18,8.17,0.0881810174465537
